month,state_fips,state_abbr,state_name,offenses,clearances,population
2025-03,12,FL,Florida,1899,230,3040000
2025-04,12,FL,Florida,1948,313,3040000
2025-05,12,FL,Florida,1906,200,3040000
2025-06,12,FL,Florida,1677,254,3040000
2025-07,12,FL,Florida,1343,126,3040000
2025-08,12,FL,Florida,1587,207,3040000
2025-09,12,FL,Florida,1536,224,3040000
2025-10,12,FL,Florida,1378,203,3040000
2025-11,12,FL,Florida,1380,165,3040000
2025-12,12,FL,Florida,1539,177,3040000
2026-01,12,FL,Florida,1374,223,3040000
2021-01,13,GA,Georgia,1591,265,3260000
2021-02,13,GA,Georgia,1676,239,3260000
2021-03,13,GA,Georgia,1962,244,3260000
2021-04,13,GA,Georgia,2006,221,3260000
2021-05,13,GA,Georgia,1921,251,3260000
2021-06,13,GA,Georgia,1910,212,3260000
2021-07,13,GA,Georgia,1698,277,3260000
2021-08,13,GA,Georgia,1665,146,3260000
2021-09,13,GA,Georgia,1784,252,3260000
2021-10,13,GA,Georgia,1305,171,3260000
2021-11,13,GA,Georgia,1374,219,3260000
2021-12,13,GA,Georgia,1703,289,3260000
2022-01,13,GA,Georgia,1480,215,3260000
2022-02,13,GA,Georgia,1962,220,3260000
2022-03,13,GA,Georgia,1857,160,3260000
2022-04,13,GA,Georgia,1994,180,3260000
2022-05,13,GA,Georgia,2073,314,3260000
2022-06,13,GA,Georgia,1788,233,3260000
2022-07,13,GA,Georgia,1830,227,3260000
2022-08,13,GA,Georgia,1777,220,3260000
2022-09,13,GA,Georgia,1497,176,3260000
2022-10,13,GA,Georgia,1551,168,3260000
2022-11,13,GA,Georgia,1470,205,3260000
2022-12,13,GA,Georgia,1755,279,3260000
2023-01,13,GA,Georgia,1747,156,3260000
2023-02,13,GA,Georgia,1844,273,3260000
2023-03,13,GA,Georgia,1916,279,3260000
2023-04,13,GA,Georgia,2258,385,3260000
2023-05,13,GA,Georgia,2079,287,3260000
2023-06,13,GA,Georgia,1794,169,3260000
2023-07,13,GA,Georgia,1543,231,3260000
2023-08,13,GA,Georgia,2033,242,3260000
2023-09,13,GA,Georgia,1292,143,3260000
2023-10,13,GA,Georgia,1367,161,3260000
2023-11,13,GA,Georgia,1691,249,3260000
2023-12,13,GA,Georgia,1406,229,3260000
2024-01,13,GA,Georgia,1786,237,3260000
2024-02,13,GA,Georgia,1667,241,3260000
2024-03,13,GA,Georgia,1858,216,3260000
2024-04,13,GA,Georgia,2098,206,3260000
2024-05,13,GA,Georgia,2087,268,3260000
2024-06,13,GA,Georgia,2307,237,3260000
2024-07,13,GA,Georgia,1857,305,3260000
2024-08,13,GA,Georgia,1757,158,3260000
2024-09,13,GA,Georgia,1669,281,3260000
2024-10,13,GA,Georgia,1294,108,3260000
2024-11,13,GA,Georgia,1488,139,3260000
2024-12,13,GA,Georgia,1951,230,3260000
2025-01,13,GA,Georgia,1986,312,3260000
2025-02,13,GA,Georgia,2198,354,3260000
2025-03,13,GA,Georgia,2107,255,3260000
2025-04,13,GA,Georgia,2200,325,3260000
2025-05,13,GA,Georgia,2036,221,3260000
2025-06,13,GA,Georgia,2120,328,3260000
2025-07,13,GA,Georgia,1644,182,3260000
2025-08,13,GA,Georgia,1790,288,3260000
2025-09,13,GA,Georgia,1344,157,3260000
2025-10,13,GA,Georgia,1679,293,3260000
2025-11,13,GA,Georgia,1831,198,3260000
2025-12,13,GA,Georgia,1716,203,3260000
2026-01,13,GA,Georgia,1428,231,3260000
2021-01,15,HI,Hawaii,1374,115,3700000
2021-02,15,HI,Hawaii,1546,243,3700000
2021-03,15,HI,Hawaii,1876,235,3700000
2021-04,15,HI,Hawaii,1923,298,3700000
2021-05,15,HI,Hawaii,1830,180,3700000
2021-06,15,HI,Hawaii,1564,251,3700000
2021-07,15,HI,Hawaii,1318,112,3700000
2021-08,15,HI,Hawaii,966,89,3700000
2021-09,15,HI,Hawaii,1487,171,3700000
2021-10,15,HI,Hawaii,1268,96,3700000
2021-11,15,HI,Hawaii,1353,163,3700000
2021-12,15,HI,Hawaii,1438,155,3700000
2022-01,15,HI,Hawaii,2069,151,3700000
2022-02,15,HI,Hawaii,1885,254,3700000
2022-03,15,HI,Hawaii,1482,221,3700000
2022-04,15,HI,Hawaii,1755,268,3700000
2022-05,15,HI,Hawaii,1750,244,3700000
2022-06,15,HI,Hawaii,1757,202,3700000
2022-07,15,HI,Hawaii,1705,120,3700000
2022-08,15,HI,Hawaii,1520,233,3700000
2022-09,15,HI,Hawaii,1399,175,3700000
2022-10,15,HI,Hawaii,1277,104,3700000
2022-11,15,HI,Hawaii,1110,110,3700000
2022-12,15,HI,Hawaii,1383,155,3700000
2023-01,15,HI,Hawaii,1547,231,3700000
2023-02,15,HI,Hawaii,1496,240,3700000
2023-03,15,HI,Hawaii,1674,217,3700000
2023-04,15,HI,Hawaii,1897,179,3700000
2023-05,15,HI,Hawaii,1676,141,3700000
2023-06,15,HI,Hawaii,1358,128,3700000
2023-07,15,HI,Hawaii,1610,180,3700000
2023-08,15,HI,Hawaii,1372,230,3700000
2023-09,15,HI,Hawaii,1280,98,3700000
2023-10,15,HI,Hawaii,1107,187,3700000
2023-11,15,HI,Hawaii,1314,165,3700000
2023-12,15,HI,Hawaii,1256,168,3700000
2024-01,15,HI,Hawaii,1642,276,3700000
2024-02,15,HI,Hawaii,1601,238,3700000
2024-03,15,HI,Hawaii,1703,178,3700000
2024-04,15,HI,Hawaii,1667,245,3700000
2024-05,15,HI,Hawaii,1414,203,3700000
2024-06,15,HI,Hawaii,1580,197,3700000
2024-07,15,HI,Hawaii,1566,237,3700000
2024-08,15,HI,Hawaii,1574,183,3700000
2024-09,15,HI,Hawaii,1649,230,3700000
2024-10,15,HI,Hawaii,1111,85,3700000
2024-11,15,HI,Hawaii,1117,165,3700000
2024-12,15,HI,Hawaii,1285,96,3700000
2025-01,15,HI,Hawaii,1567,141,3700000
2025-02,15,HI,Hawaii,2036,247,3700000
2025-03,15,HI,Hawaii,1801,304,3700000
2025-04,15,HI,Hawaii,1579,229,3700000
2025-05,15,HI,Hawaii,1654,147,3700000
2025-06,15,HI,Hawaii,1425,223,3700000
2025-07,15,HI,Hawaii,1788,185,3700000
2025-08,15,HI,Hawaii,1570,250,3700000
2025-09,15,HI,Hawaii,1503,217,3700000
2025-10,15,HI,Hawaii,1499,251,3700000
2025-11,15,HI,Hawaii,1269,152,3700000
2025-12,15,HI,Hawaii,1030,126,3700000
2026-01,15,HI,Hawaii,1551,233,3700000
2021-01,16,ID,Idaho,1885,306,3920000
2021-02,16,ID,Idaho,1878,253,3920000
2021-03,16,ID,Idaho,1792,262,3920000
2021-04,16,ID,Idaho,1927,213,3920000
2021-05,16,ID,Idaho,1665,248,3920000
2021-06,16,ID,Idaho,1635,188,3920000
2021-07,16,ID,Idaho,2043,235,3920000
2021-08,16,ID,Idaho,1667,300,3920000
2021-09,16,ID,Idaho,1407,246,3920000
2021-10,16,ID,Idaho,2008,176,3920000
2021-11,16,ID,Idaho,1373,220,3920000
2021-12,16,ID,Idaho,1427,211,3920000
2022-01,16,ID,Idaho,1775,250,3920000
2022-02,16,ID,Idaho,1741,275,3920000
2022-03,16,ID,Idaho,1919,303,3920000
2022-04,16,ID,Idaho,1893,221,3920000
2022-05,16,ID,Idaho,1664,234,3920000
2022-06,16,ID,Idaho,1950,288,3920000
2022-07,16,ID,Idaho,1860,291,3920000
2022-08,16,ID,Idaho,1522,209,3920000
2022-09,16,ID,Idaho,1315,191,3920000
2022-10,16,ID,Idaho,1447,152,3920000
2022-11,16,ID,Idaho,1754,228,3920000
2022-12,16,ID,Idaho,1797,213,3920000
2023-01,16,ID,Idaho,1549,164,3920000
2023-02,16,ID,Idaho,1736,216,3920000
2023-03,16,ID,Idaho,2031,349,3920000
2023-04,16,ID,Idaho,1895,245,3920000
2023-05,16,ID,Idaho,2149,269,3920000
2023-06,16,ID,Idaho,2068,351,3920000
2023-07,16,ID,Idaho,1621,240,3920000
2023-08,16,ID,Idaho,1628,268,3920000
2023-09,16,ID,Idaho,1450,125,3920000
2023-10,16,ID,Idaho,1665,223,3920000
2023-11,16,ID,Idaho,1827,276,3920000
2023-12,16,ID,Idaho,1365,236,3920000
2024-01,16,ID,Idaho,1485,194,3920000
2024-02,16,ID,Idaho,1550,143,3920000
2024-03,16,ID,Idaho,1924,306,3920000
2024-04,16,ID,Idaho,2023,167,3920000
2024-05,16,ID,Idaho,1718,276,3920000
2024-06,16,ID,Idaho,1759,238,3920000
2024-07,16,ID,Idaho,1657,184,3920000
2024-08,16,ID,Idaho,1565,282,3920000
2024-09,16,ID,Idaho,1498,235,3920000
2024-10,16,ID,Idaho,1283,208,3920000
2024-11,16,ID,Idaho,2017,291,3920000
2024-12,16,ID,Idaho,1860,232,3920000
2025-01,16,ID,Idaho,1654,278,3920000
2025-02,16,ID,Idaho,1673,264,3920000
2025-03,16,ID,Idaho,1834,324,3920000
2025-04,16,ID,Idaho,1848,228,3920000
2025-05,16,ID,Idaho,1973,182,3920000
2025-06,16,ID,Idaho,1808,172,3920000
2025-07,16,ID,Idaho,1829,276,3920000
2025-08,16,ID,Idaho,1786,205,3920000
2025-09,16,ID,Idaho,1950,321,3920000
2025-10,16,ID,Idaho,1385,146,3920000
2025-11,16,ID,Idaho,1401,130,3920000
2025-12,16,ID,Idaho,1457,161,3920000
2026-01,16,ID,Idaho,1524,148,3920000
2021-01,17,IL,Illinois,1867,197,4140000
2021-02,17,IL,Illinois,1856,279,4140000
2021-03,17,IL,Illinois,1844,321,4140000
2021-04,17,IL,Illinois,1799,167,4140000
2021-05,17,IL,Illinois,1975,187,4140000
2021-06,17,IL,Illinois,1872,290,4140000
2021-07,17,IL,Illinois,1719,287,4140000
2021-08,17,IL,Illinois,1560,218,4140000
2021-09,17,IL,Illinois,1880,287,4140000
2021-10,17,IL,Illinois,1575,218,4140000
2021-11,17,IL,Illinois,2239,382,4140000
2021-12,17,IL,Illinois,1754,171,4140000
2022-01,17,IL,Illinois,1782,171,4140000
2022-02,17,IL,Illinois,1838,203,4140000
2022-03,17,IL,Illinois,2235,337,4140000
2022-04,17,IL,Illinois,2054,336,4140000
2022-05,17,IL,Illinois,2456,432,4140000
2022-06,17,IL,Illinois,2176,276,4140000
2022-07,17,IL,Illinois,1936,283,4140000
2022-08,17,IL,Illinois,1740,203,4140000
2022-09,17,IL,Illinois,1964,225,4140000
2022-10,17,IL,Illinois,1864,239,4140000
2022-11,17,IL,Illinois,1855,281,4140000
2022-12,17,IL,Illinois,1849,196,4140000
2023-01,17,IL,Illinois,2379,292,4140000
2023-02,17,IL,Illinois,1926,320,4140000
2023-03,17,IL,Illinois,2088,292,4140000
2023-04,17,IL,Illinois,1964,237,4140000
2023-05,17,IL,Illinois,2154,199,4140000
2023-06,17,IL,Illinois,2323,434,4140000
2023-07,17,IL,Illinois,1893,211,4140000
2023-08,17,IL,Illinois,1819,254,4140000
2023-09,17,IL,Illinois,1827,326,4140000
2023-10,17,IL,Illinois,1612,232,4140000
2023-11,17,IL,Illinois,1585,277,4140000
2023-12,17,IL,Illinois,1478,241,4140000
2024-01,17,IL,Illinois,2167,361,4140000
2024-02,17,IL,Illinois,1969,289,4140000
2024-03,17,IL,Illinois,2354,258,4140000
2024-04,17,IL,Illinois,2156,303,4140000
2024-05,17,IL,Illinois,2176,362,4140000
2024-06,17,IL,Illinois,2001,316,4140000
2024-07,17,IL,Illinois,2610,266,4140000
2024-08,17,IL,Illinois,2085,353,4140000
2024-09,17,IL,Illinois,1762,218,4140000
2024-10,17,IL,Illinois,2086,229,4140000
2024-11,17,IL,Illinois,1668,235,4140000
2024-12,17,IL,Illinois,1825,189,4140000
2025-01,17,IL,Illinois,2010,248,4140000
2025-02,17,IL,Illinois,1907,287,4140000
2025-03,17,IL,Illinois,2261,320,4140000
2025-04,17,IL,Illinois,2124,226,4140000
2025-05,17,IL,Illinois,2479,469,4140000
2025-06,17,IL,Illinois,2129,263,4140000
2025-07,17,IL,Illinois,1848,319,4140000
2025-08,17,IL,Illinois,1584,190,4140000
2025-09,17,IL,Illinois,1749,300,4140000
2025-10,17,IL,Illinois,1574,296,4140000
2025-11,17,IL,Illinois,2047,304,4140000
2025-12,17,IL,Illinois,2006,319,4140000
2026-01,17,IL,Illinois,1715,159,4140000
2021-01,18,IN,Indiana,2416,357,4360000
2021-02,18,IN,Indiana,2089,267,4360000
2021-03,18,IN,Indiana,2208,192,4360000
2021-04,18,IN,Indiana,2011,267,4360000
2021-05,18,IN,Indiana,1959,166,4360000
2021-06,18,IN,Indiana,1891,261,4360000
2021-07,18,IN,Indiana,2575,209,4360000
2021-08,18,IN,Indiana,2038,147,4360000
2021-09,18,IN,Indiana,1797,250,4360000
2021-10,18,IN,Indiana,1929,214,4360000
2021-11,18,IN,Indiana,1926,303,4360000
2021-12,18,IN,Indiana,1457,209,4360000
2022-01,18,IN,Indiana,2177,198,4360000
2022-02,18,IN,Indiana,2239,230,4360000
2022-03,18,IN,Indiana,2147,218,4360000
2022-04,18,IN,Indiana,2096,183,4360000
2022-05,18,IN,Indiana,2461,259,4360000
2022-06,18,IN,Indiana,2098,309,4360000
2022-07,18,IN,Indiana,2023,282,4360000
2022-08,18,IN,Indiana,1649,216,4360000
2022-09,18,IN,Indiana,1925,242,4360000
2022-10,18,IN,Indiana,1989,184,4360000
2022-11,18,IN,Indiana,2052,203,4360000
2022-12,18,IN,Indiana,1934,175,4360000
2023-01,18,IN,Indiana,2039,214,4360000
2023-02,18,IN,Indiana,2037,333,4360000
2023-03,18,IN,Indiana,2363,194,4360000
2023-04,18,IN,Indiana,2183,301,4360000
2023-05,18,IN,Indiana,1874,285,4360000
2023-06,18,IN,Indiana,2647,438,4360000
2023-07,18,IN,Indiana,2165,214,4360000
2023-08,18,IN,Indiana,1810,256,4360000
2023-09,18,IN,Indiana,1755,168,4360000
2023-10,18,IN,Indiana,2051,242,4360000
2023-11,18,IN,Indiana,1973,322,4360000
2023-12,18,IN,Indiana,2247,314,4360000
2024-01,18,IN,Indiana,2313,298,4360000
2024-02,18,IN,Indiana,2475,233,4360000
2024-03,18,IN,Indiana,2211,296,4360000
2024-04,18,IN,Indiana,2142,161,4360000
2024-05,18,IN,Indiana,2049,164,4360000
2024-06,18,IN,Indiana,2434,358,4360000
2024-07,18,IN,Indiana,2404,392,4360000
2024-08,18,IN,Indiana,2012,223,4360000
2024-09,18,IN,Indiana,2322,273,4360000
2024-10,18,IN,Indiana,1701,153,4360000
2024-11,18,IN,Indiana,2102,283,4360000
2024-12,18,IN,Indiana,1967,316,4360000
2025-01,18,IN,Indiana,2382,294,4360000
2025-02,18,IN,Indiana,2423,345,4360000
2025-03,18,IN,Indiana,2812,246,4360000
2025-04,18,IN,Indiana,2218,351,4360000
2025-05,18,IN,Indiana,2593,440,4360000
2025-06,18,IN,Indiana,2718,298,4360000
2025-07,18,IN,Indiana,1641,273,4360000
2025-08,18,IN,Indiana,2041,332,4360000
2025-09,18,IN,Indiana,1954,248,4360000
2025-10,18,IN,Indiana,1879,152,4360000
2025-11,18,IN,Indiana,2114,357,4360000
2025-12,18,IN,Indiana,2015,251,4360000
2026-01,18,IN,Indiana,1651,256,4360000
2021-01,19,IA,Iowa,2302,229,4580000
2021-02,19,IA,Iowa,2524,318,4580000
2021-03,19,IA,Iowa,2612,276,4580000
2021-04,19,IA,Iowa,2709,431,4580000
2021-05,19,IA,Iowa,2873,393,4580000
2021-06,19,IA,Iowa,2437,404,4580000
2021-07,19,IA,Iowa,2153,365,4580000
2021-08,19,IA,Iowa,2288,203,4580000
2021-09,19,IA,Iowa,1817,267,4580000
2021-10,19,IA,Iowa,2076,233,4580000
2021-11,19,IA,Iowa,2180,228,4580000
2021-12,19,IA,Iowa,2157,335,4580000
2022-01,19,IA,Iowa,2476,434,4580000
2022-02,19,IA,Iowa,2332,189,4580000
2022-03,19,IA,Iowa,2901,422,4580000
2022-04,19,IA,Iowa,2564,235,4580000
2022-05,19,IA,Iowa,2482,275,4580000
2022-06,19,IA,Iowa,2235,379,4580000
2022-07,19,IA,Iowa,2474,372,4580000
2022-08,19,IA,Iowa,2142,368,4580000
2022-09,19,IA,Iowa,2191,240,4580000
2022-10,19,IA,Iowa,1929,180,4580000
2022-11,19,IA,Iowa,1983,189,4580000
2022-12,19,IA,Iowa,2189,266,4580000
2023-01,19,IA,Iowa,2024,273,4580000
2023-02,19,IA,Iowa,2199,322,4580000
2023-03,19,IA,Iowa,2636,268,4580000
2023-04,19,IA,Iowa,2630,440,4580000
2023-05,19,IA,Iowa,2973,262,4580000
2023-06,19,IA,Iowa,2151,189,4580000
2023-07,19,IA,Iowa,2467,337,4580000
2023-08,19,IA,Iowa,2478,323,4580000
2023-09,19,IA,Iowa,2219,305,4580000
2023-10,19,IA,Iowa,2194,290,4580000
2023-11,19,IA,Iowa,2279,209,4580000
2023-12,19,IA,Iowa,2303,205,4580000
2024-01,19,IA,Iowa,2654,348,4580000
2024-02,19,IA,Iowa,2598,341,4580000
2024-03,19,IA,Iowa,2379,299,4580000
2024-04,19,IA,Iowa,2893,465,4580000
2024-05,19,IA,Iowa,2710,413,4580000
2024-06,19,IA,Iowa,2183,337,4580000
2024-07,19,IA,Iowa,2633,363,4580000
2024-08,19,IA,Iowa,2439,211,4580000
2024-09,19,IA,Iowa,2193,393,4580000
2024-10,19,IA,Iowa,2177,377,4580000
2024-11,19,IA,Iowa,2104,175,4580000
2024-12,19,IA,Iowa,1916,300,4580000
2025-01,19,IA,Iowa,2603,463,4580000
2025-02,19,IA,Iowa,2391,429,4580000
2025-03,19,IA,Iowa,2454,290,4580000
2025-04,19,IA,Iowa,3026,356,4580000
2025-05,19,IA,Iowa,2285,339,4580000
2025-06,19,IA,Iowa,2396,348,4580000
2025-07,19,IA,Iowa,2162,248,4580000
2025-08,19,IA,Iowa,2386,317,4580000
2025-09,19,IA,Iowa,2415,369,4580000
2025-10,19,IA,Iowa,2125,175,4580000
2025-11,19,IA,Iowa,2182,240,4580000
2025-12,19,IA,Iowa,2138,285,4580000
2026-01,19,IA,Iowa,2163,351,4580000
2021-01,20,KS,Kansas,2357,433,4800000
2021-02,20,KS,Kansas,2776,451,4800000
2021-03,20,KS,Kansas,3060,404,4800000
2021-04,20,KS,Kansas,3056,509,4800000
2021-05,20,KS,Kansas,2766,306,4800000
2021-06,20,KS,Kansas,2600,260,4800000
2021-07,20,KS,Kansas,2798,449,4800000
2021-08,20,KS,Kansas,2403,228,4800000
2021-09,20,KS,Kansas,2214,251,4800000
2021-10,20,KS,Kansas,1947,218,4800000
2021-11,20,KS,Kansas,2286,321,4800000
2021-12,20,KS,Kansas,2283,272,4800000
2022-01,20,KS,Kansas,2653,323,4800000
2022-02,20,KS,Kansas,2292,343,4800000
2022-03,20,KS,Kansas,2663,320,4800000
2022-04,20,KS,Kansas,2618,273,4800000
2022-05,20,KS,Kansas,2676,321,4800000
2022-06,20,KS,Kansas,2516,242,4800000
2022-07,20,KS,Kansas,2980,540,4800000
2022-08,20,KS,Kansas,2206,337,4800000
2022-09,20,KS,Kansas,2003,375,4800000
2022-10,20,KS,Kansas,2340,431,4800000
2022-11,20,KS,Kansas,2059,251,4800000
2022-12,20,KS,Kansas,2001,263,4800000
2023-01,20,KS,Kansas,2664,441,4800000
2023-02,20,KS,Kansas,2868,394,4800000
2023-03,20,KS,Kansas,2913,468,4800000
2023-04,20,KS,Kansas,2673,456,4800000
2023-05,20,KS,Kansas,3065,572,4800000
2023-06,20,KS,Kansas,2533,369,4800000
2023-07,20,KS,Kansas,2660,293,4800000
2023-08,20,KS,Kansas,2524,390,4800000
2023-09,20,KS,Kansas,2692,267,4800000
2023-10,20,KS,Kansas,2024,329,4800000
2023-11,20,KS,Kansas,2355,371,4800000
2023-12,20,KS,Kansas,2577,387,4800000
2024-01,20,KS,Kansas,2664,443,4800000
2024-02,20,KS,Kansas,2601,422,4800000
2024-03,20,KS,Kansas,2571,455,4800000
2024-04,20,KS,Kansas,2772,342,4800000
2024-05,20,KS,Kansas,2873,528,4800000
2024-06,20,KS,Kansas,2711,505,4800000
2024-07,20,KS,Kansas,3270,451,4800000
2024-08,20,KS,Kansas,3054,349,4800000
2024-09,20,KS,Kansas,2179,396,4800000
2024-10,20,KS,Kansas,2170,315,4800000
2024-11,20,KS,Kansas,2350,337,4800000
2024-12,20,KS,Kansas,2196,277,4800000
2025-01,20,KS,Kansas,2564,358,4800000
2025-02,20,KS,Kansas,3030,303,4800000
2025-03,20,KS,Kansas,3128,544,4800000
2025-04,20,KS,Kansas,2872,521,4800000
2025-05,20,KS,Kansas,2694,394,4800000
2025-06,20,KS,Kansas,2934,329,4800000
2025-07,20,KS,Kansas,2714,498,4800000
2025-08,20,KS,Kansas,2595,384,4800000
2025-09,20,KS,Kansas,2214,272,4800000
2025-10,20,KS,Kansas,2363,302,4800000
2025-11,20,KS,Kansas,2480,386,4800000
2025-12,20,KS,Kansas,2211,350,4800000
2026-01,20,KS,Kansas,2594,484,4800000
2021-01,21,KY,Kentucky,2252,268,5020000
2021-02,21,KY,Kentucky,2116,184,5020000
2021-03,21,KY,Kentucky,2366,336,5020000
2021-04,21,KY,Kentucky,1449,180,5020000
2021-05,21,KY,Kentucky,2022,271,5020000
2021-06,21,KY,Kentucky,1965,304,5020000
2021-07,21,KY,Kentucky,1821,300,5020000
2021-08,21,KY,Kentucky,1482,165,5020000
2021-09,21,KY,Kentucky,1242,192,5020000
2021-10,21,KY,Kentucky,1632,116,5020000
2021-11,21,KY,Kentucky,2008,242,5020000
2021-12,21,KY,Kentucky,1455,199,5020000
2022-01,21,KY,Kentucky,2057,271,5020000
2022-02,21,KY,Kentucky,1630,115,5020000
2022-03,21,KY,Kentucky,2031,254,5020000
2022-04,21,KY,Kentucky,2339,228,5020000
2022-05,21,KY,Kentucky,2027,340,5020000
2022-06,21,KY,Kentucky,2383,327,5020000
2022-07,21,KY,Kentucky,1868,281,5020000
2022-08,21,KY,Kentucky,1812,144,5020000
2022-09,21,KY,Kentucky,1569,133,5020000
2022-10,21,KY,Kentucky,1715,260,5020000
2022-11,21,KY,Kentucky,1923,186,5020000
2022-12,21,KY,Kentucky,1525,169,5020000
2023-01,21,KY,Kentucky,1976,250,5020000
2023-02,21,KY,Kentucky,2121,294,5020000
2023-03,21,KY,Kentucky,2013,312,5020000
2023-04,21,KY,Kentucky,1773,259,5020000
2023-05,21,KY,Kentucky,1620,129,5020000
2023-06,21,KY,Kentucky,1718,130,5020000
2023-07,21,KY,Kentucky,2060,146,5020000
2023-08,21,KY,Kentucky,1872,212,5020000
2023-09,21,KY,Kentucky,1913,284,5020000
2023-10,21,KY,Kentucky,1170,93,5020000
2023-11,21,KY,Kentucky,1456,179,5020000
2023-12,21,KY,Kentucky,1905,299,5020000
2024-01,21,KY,Kentucky,1897,301,5020000
2024-02,21,KY,Kentucky,1888,146,5020000
2024-03,21,KY,Kentucky,2059,335,5020000
2024-04,21,KY,Kentucky,2340,171,5020000
2024-05,21,KY,Kentucky,1860,303,5020000
2024-06,21,KY,Kentucky,1719,221,5020000
2024-07,21,KY,Kentucky,2451,356,5020000
2024-08,21,KY,Kentucky,1693,132,5020000
2024-09,21,KY,Kentucky,1426,123,5020000
2024-10,21,KY,Kentucky,1672,182,5020000
2024-11,21,KY,Kentucky,2150,343,5020000
2024-12,21,KY,Kentucky,1552,130,5020000
2025-01,21,KY,Kentucky,2240,378,5020000
2025-02,21,KY,Kentucky,1939,325,5020000
2025-03,21,KY,Kentucky,1779,134,5020000
2025-04,21,KY,Kentucky,1661,173,5020000
2025-05,21,KY,Kentucky,2260,332,5020000
2025-06,21,KY,Kentucky,2237,330,5020000
2025-07,21,KY,Kentucky,1813,132,5020000
2025-08,21,KY,Kentucky,1657,197,5020000
2025-09,21,KY,Kentucky,2469,261,5020000
2025-10,21,KY,Kentucky,1911,264,5020000
2025-11,21,KY,Kentucky,1598,217,5020000
2025-12,21,KY,Kentucky,2078,311,5020000
2026-01,21,KY,Kentucky,2073,293,5020000
2021-01,22,LA,Louisiana,2125,305,5240000
2021-02,22,LA,Louisiana,2347,361,5240000
2021-03,22,LA,Louisiana,2041,164,5240000
2021-04,22,LA,Louisiana,2238,248,5240000
2021-05,22,LA,Louisiana,1964,183,5240000
2021-06,22,LA,Louisiana,2175,215,5240000
2021-07,22,LA,Louisiana,1586,192,5240000
2021-08,22,LA,Louisiana,1896,157,5240000
2021-09,22,LA,Louisiana,1638,229,5240000
2021-10,22,LA,Louisiana,1771,199,5240000
2021-11,22,LA,Louisiana,1548,184,5240000
2021-12,22,LA,Louisiana,1941,172,5240000
2022-01,22,LA,Louisiana,2377,423,5240000
2022-02,22,LA,Louisiana,1700,233,5240000
2022-03,22,LA,Louisiana,2241,210,5240000
2022-04,22,LA,Louisiana,2375,262,5240000
2022-05,22,LA,Louisiana,2027,250,5240000
2022-06,22,LA,Louisiana,2043,249,5240000
2022-07,22,LA,Louisiana,1821,192,5240000
2022-08,22,LA,Louisiana,1822,191,5240000
2022-09,22,LA,Louisiana,1480,147,5240000
2022-10,22,LA,Louisiana,1451,132,5240000
2022-11,22,LA,Louisiana,1517,172,5240000
2022-12,22,LA,Louisiana,2420,344,5240000
2023-01,22,LA,Louisiana,2015,229,5240000
2023-02,22,LA,Louisiana,1834,296,5240000
2023-03,22,LA,Louisiana,2592,243,5240000
2023-04,22,LA,Louisiana,1628,182,5240000
2023-05,22,LA,Louisiana,2312,258,5240000
2023-06,22,LA,Louisiana,2006,354,5240000
2023-07,22,LA,Louisiana,2161,323,5240000
2023-08,22,LA,Louisiana,1791,231,5240000
2023-09,22,LA,Louisiana,1576,185,5240000
2023-10,22,LA,Louisiana,1630,263,5240000
2023-11,22,LA,Louisiana,1652,225,5240000
2023-12,22,LA,Louisiana,1920,267,5240000
2024-01,22,LA,Louisiana,1579,213,5240000
2024-02,22,LA,Louisiana,1967,345,5240000
2024-03,22,LA,Louisiana,1768,219,5240000
2024-04,22,LA,Louisiana,2299,251,5240000
2024-05,22,LA,Louisiana,2001,319,5240000
2024-06,22,LA,Louisiana,1634,198,5240000
2024-07,22,LA,Louisiana,1600,167,5240000
2024-08,22,LA,Louisiana,1856,271,5240000
2024-09,22,LA,Louisiana,1669,146,5240000
2024-10,22,LA,Louisiana,1288,231,5240000
2024-11,22,LA,Louisiana,1510,197,5240000
2024-12,22,LA,Louisiana,1896,326,5240000
2025-01,22,LA,Louisiana,1865,297,5240000
2025-02,22,LA,Louisiana,1797,208,5240000
2025-03,22,LA,Louisiana,2450,352,5240000
2025-04,22,LA,Louisiana,2028,179,5240000
2025-05,22,LA,Louisiana,2242,259,5240000
2025-06,22,LA,Louisiana,1730,250,5240000
2025-07,22,LA,Louisiana,2716,401,5240000
2025-08,22,LA,Louisiana,2082,250,5240000
2025-09,22,LA,Louisiana,1801,222,5240000
2025-10,22,LA,Louisiana,1079,87,5240000
2025-11,22,LA,Louisiana,1776,234,5240000
2025-12,22,LA,Louisiana,2196,303,5240000
2026-01,22,LA,Louisiana,1751,209,5240000
2021-01,23,ME,Maine,2177,324,5460000
2021-02,23,ME,Maine,2202,204,5460000
2021-03,23,ME,Maine,2556,257,5460000
2021-04,23,ME,Maine,1994,203,5460000
2021-05,23,ME,Maine,2914,536,5460000
2021-06,23,ME,Maine,2611,354,5460000
2021-07,23,ME,Maine,2509,278,5460000
2021-08,23,ME,Maine,1880,252,5460000
2021-09,23,ME,Maine,2121,339,5460000
2021-10,23,ME,Maine,1956,335,5460000
2021-11,23,ME,Maine,2302,234,5460000
2021-12,23,ME,Maine,2427,383,5460000
2022-01,23,ME,Maine,2019,215,5460000
2022-02,23,ME,Maine,2685,288,5460000
2022-03,23,ME,Maine,2567,272,5460000
